Category,Repository,Link,Stars,Language,Description (RU)
Analysis,awesome-R,https://github.com/qinwf/awesome-R,6439,R,"Кураторский список потрясающих пакетов, фреймворков и программного обеспечения R."
Analysis,ML-Course-Notes,https://github.com/dair-ai/ML-Course-Notes,6439,Multi,🎓 Делимся курсом/конспектами лекций по машинному обучению.
Statistics,Tautulli,https://github.com/Tautulli/Tautulli,6432,Python,Инструмент мониторинга и отслеживания на основе Python для Plex Media Server.
Encryption,upspin,https://github.com/upspin/upspin,6404,Go,"Upspin: структура, позволяющая называть все всем."
Design,clarity,https://github.com/vmware-archive/clarity,6402,TypeScript,"Clarity — это масштабируемая, доступная, настраиваемая система дизайна с открытым исходным кодом, созданная с использованием веб-компонентов. Работает с любой платформой JavaScript, созданной для предприятий и предназначенной для инклюзивности."
Analysis,kaggle-solutions,https://github.com/faridrashidi/kaggle-solutions,6370,Astro,🏅 Коллекция решений и идей Kaggle 🏅
Analysis,cloudquery,https://github.com/cloudquery/cloudquery,6365,Go,"Конвейеры данных для облачной конфигурации и данных безопасности. Создавайте инвентаризацию облачных активов, CSPM, FinOps и решения для управления уязвимостями. Извлечения из AWS, Azure, GCP и более 70 облачных и SaaS-источников."
Statistics,smile,https://github.com/haifengl/smile,6361,Java,Статистический машинный интеллект и система обучения
Analysis,data-science-blogs,https://github.com/rushter/data-science-blogs,6358,Python,Кураторский список блогов по науке о данных
Encryption,whatsapp-web-reveng,https://github.com/sigalor/whatsapp-web-reveng,6357,JavaScript,Реверс-инжиниринг WhatsApp Web.
Analysis,WeFlow,https://github.com/hicccc77/WeFlow,6351,TypeScript,WeFlow — приложение для экспорта истории чатов WeChat и составления ежегодных отчетов.
Design,reka-ui,https://github.com/unovue/reka-ui,6346,Vue,"Библиотека компонентов пользовательского интерфейса с открытым исходным кодом для создания высококачественных, доступных систем дизайна и веб-приложений для Vue. Ранее Radix Vue"
Analysis,pachyderm,https://github.com/pachyderm/pachyderm,6293,Go,Дата-ориентированные конвейеры и управление версиями данных
Design,eui,https://github.com/elastic/eui,6284,TypeScript,Эластичный UI Framework 🙌
Analysis,lance,https://github.com/lance-format/lance,6273,Rust,"Открытый формат Lakehouse для мультимодального ИИ. Преобразование из Parquet за 2 строки кода для ускорения произвольного доступа в 100 раз, векторного индексирования и управления версиями данных. Совместим с Pandas, DuckDB, Polars, Pyarrow и PyTorch; в будущем появятся новые интеграции."
Analysis,archived-desktop-app,https://github.com/nteract/archived-desktop-app,6269,TypeScript,Старый электронный блокнот Interact
Encryption,awesome-security-hardening,https://github.com/decalage2/awesome-security-hardening,6253,Multi,"Коллекция потрясающих руководств, инструментов и других ресурсов по усилению безопасности."
Encryption,yadm,https://github.com/yadm-dev/yadm,6234,Python,Еще один менеджер Dotfiles
Analysis,data-juicer,https://github.com/datajuicer/data-juicer,6210,Python,Обработка данных для моделей фундамента и с ними!  🍎 🍋 🌽 ➡️ ➡️🍸 🍹 🍷
Encryption,osmedeus,https://github.com/j3ssie/osmedeus,6176,Go,Современный механизм оркестровки для обеспечения безопасности
Encryption,Masuit.Tools,https://github.com/ldqk/Masuit.Tools,6145,C#,"Универсальная библиотека инструментов C#, подходящая для всех возрастов, библиотека тостов кода включает в себя некоторые часто используемые классы операций, в основном статические классы, шифрование и дешифрование, операции отражения, алгоритмы взвешенного случайного скрининга, распределенные короткие идентификаторы, деревья выражений, расширение linq, сжатие файлов, многопоточные загрузки, информацию об оборудовании, методы расширения строк, операции расширения даты и времени, китайский лунный календарь, копирование больших файлов, обрезку изображений, код проверки, возобновление точки останова, расширение коллекции, экспорт Excel и другие распространенные пакеты. Многие функции объединены в одну, а размер кода составляет менее 2 МБ!"
Analysis,TaskWeaver,https://github.com/microsoft/TaskWeaver,6134,Python,"Первая агентская среда, ориентированная на код, для беспрепятственного планирования и выполнения задач анализа данных."
Analysis,evidence,https://github.com/evidence-dev/evidence,6125,JavaScript,Бизнес-аналитика как код: создавайте быстрые интерактивные визуализации данных с помощью SQL и уценки.
Design,polaris-react,https://github.com/Shopify/polaris-react,6117,TypeScript,Система дизайна Polaris от Shopify — реализация React (устарело)
Encryption,syzkaller,https://github.com/google/syzkaller,6117,Go,"syzkaller — это неконтролируемый фаззер ядра, управляемый покрытием."
Forecasting,PaddleX,https://github.com/PaddlePaddle/PaddleX,6091,Python,Универсальный инструмент разработки на основе PaddlePaddle
Forecasting,graphite-web,https://github.com/graphite-project/graphite-web,6076,JavaScript,Высокомасштабируемая графическая система в реальном времени.
Analysis,aim,https://github.com/aimhubio/aim,6069,Python,Цель 💫 — Простой в использовании и мощный трекер экспериментов с открытым исходным кодом.
Forecasting,tsai,https://github.com/timeseriesAI/tsai,6027,Jupyter Notebook,Временные ряды Таймсерии Глубокое обучение Машинное обучение Python Pytorch fastai | Современная библиотека глубокого обучения для временных рядов и последовательностей в Pytorch/fastai
Design,panda,https://github.com/chakra-ui/panda,6024,TypeScript,"🐼 Универсальный, типобезопасный фреймворк CSS-in-JS для систем дизайна ⚡️"
Encryption,GmSSL,https://github.com/guanzhi/GmSSL,5994,C,"Набор инструментов для паролей, поддерживающий национальную тайну SM2/SM3/SM4/SM9/SSL"
Analysis,TabPFN,https://github.com/PriorLabs/TabPFN,5988,Python,⚡ TabPFN: базовая модель для табличных данных ⚡
Encryption,scan4all,https://github.com/GhostTroops/scan4all,5986,Go,"Официальный репозиторий vuls Скан: 15000+PoC; 23 вида взлома пароля приложения; 7000+ веб-отпечатков пальцев; 146 протоколов и более 90 000 правил Сканирование портов; Фазз, HW, классный BugBounty( ͡° ͜ʖ ͡°)..."
Analysis,snorkel,https://github.com/snorkel-team/snorkel,5946,Python,Система быстрого формирования обучающих данных со слабым контролем
Design,skeleton,https://github.com/skeletonlabs/skeleton,5920,TypeScript,"Skeleton — это система адаптивного дизайна, основанная на Tailwind CSS."
Design,basscss,https://github.com/basscss/basscss,5898,CSS,Low-level CSS Toolkit — оригинальная библиотека Functional/Utility/Atomic CSS.
Encryption,awesome-bugbounty-tools,https://github.com/vavkamil/awesome-bugbounty-tools,5885,Multi,Кураторский список различных инструментов для поиска ошибок.
Encryption,tendermint,https://github.com/tendermint/tendermint,5863,Go,⟁ Tendermint Core (консенсус BFT) в Go
Forecasting,PlotJuggler,https://github.com/facontidavide/PlotJuggler,5800,C++,"Инструмент визуализации временных рядов, который вы заслуживаете."
Statistics,stdlib,https://github.com/stdlib-js/stdlib,5790,JavaScript,✨ Фундаментальная числовая библиотека для JavaScript и TypeScript. ✨
Analysis,river,https://github.com/online-ml/river,5778,Python,🌊 Машинное онлайн-обучение на Python
Analysis,DataSciencePython,https://github.com/ujjwalkarn/DataSciencePython,5745,Python,общие задачи анализа данных и машинного обучения с использованием Python
Encryption,1earn,https://github.com/ffffffff0x/1earn,5660,C++,"Структура знаний в области безопасности, поддерживаемая командой ffffffff0x, включает в себя контент, который не ограничивается веб-безопасностью, безопасностью промышленного контроля, криминалистической экспертизой, реагированием на чрезвычайные ситуации, развертыванием объектов синей команды, пост-инфильтрацией, безопасностью Linux и различными описаниями целевых дронов."
Encryption,usbrubberducky-payloads,https://github.com/hak5/usbrubberducky-payloads,5625,PowerShell,Официальный репозиторий полезной нагрузки USB Rubber Ducky
Analysis,orange3,https://github.com/biolab/orange3,5592,Python,🍊 :bar_chart: :bulb: Оранжевый: Интерактивный анализ данных
Design,arco-design,https://github.com/arco-design/arco-design,5577,TypeScript,"Комплексная библиотека компонентов пользовательского интерфейса React, основанная на Arco Design."
Analysis,Data-Science-Interview-Questions-Answers,https://github.com/youssefHosni/Data-Science-Interview-Questions-Answers,5572,Multi,Кураторский список вопросов и ответов на собеседованиях по науке о данных
Analysis,knowledge-repo,https://github.com/airbnb/knowledge-repo,5543,Python,"Курируемая платформа нового поколения для обмена знаниями для ученых, работающих с данными, и представителей других технических профессий."
Encryption,privacy.sexy,https://github.com/undergroundwires/privacy.sexy,5492,TypeScript,"Инструмент с открытым исходным кодом для обеспечения соблюдения лучших практик конфиденциальности и безопасности в Windows, macOS и Linux, потому что конфиденциальность — это сексуально."
Encryption,Cheatsheet-God,https://github.com/OlivierLaflamme/Cheatsheet-God,5485,Multi,Справочный банк по тестированию на проникновение — шпаргалка по OSCP / PTP и PTX
Statistics,criterion.rs,https://github.com/bheisler/criterion.rs,5443,Rust,Библиотека сравнительного анализа на основе статистики для Rust
Encryption,cryptopp,https://github.com/weidai11/cryptopp,5440,C++,бесплатная библиотека классов криптографических схем C++
Design,theme-ui,https://github.com/system-ui/theme-ui,5396,TypeScript,"Создавайте согласованные, тематические приложения React на основе принципов проектирования на основе ограничений."
Encryption,NetExec,https://github.com/Pennyw0rth/NetExec,5393,Python,Инструмент сетевого выполнения
Analysis,Data-Science-Cheatsheet,https://github.com/aaronwangy/Data-Science-Cheatsheet,5383,TeX,"Полезная 5-страничная шпаргалка по машинному обучению, которая поможет вам при проверке экзаменов, подготовке к собеседованию и во всем, что между ними."
Analysis,lux,https://github.com/lux-org/lux,5382,Python,Автоматически визуализируйте свой фрейм данных pandas с помощью одного отпечатка! 📊 💡
Encryption,cjdns,https://github.com/cjdelisle/cjdns,5376,C,"Зашифрованная сеть IPv6, использующая криптографию с открытым ключом для распределения адресов и распределенную хеш-таблицу для маршрутизации."
Design,pts,https://github.com/williamngan/pts,5330,TypeScript,Библиотека для визуализации и креативного кодирования.
Analysis,ChatLab,https://github.com/hellodigua/ChatLab,5317,TypeScript,"Откройте для себя заново свои социальные воспоминания с помощью локального анализа на основе искусственного интеллекта. Локализованный инструмент анализа истории чата, просматривайте свои социальные воспоминания с помощью AI Agent."
Analysis,zenml,https://github.com/zenml-io/zenml,5311,Python,ZenML 🙏: одна платформа искусственного интеллекта от конвейеров до агентов. https://zenml.io.
Encryption,dotenvx,https://github.com/dotenvx/dotenvx,5305,JavaScript,безопасный dotenv – от создателя dotenv
Encryption,Modlishka,https://github.com/drk1wi/Modlishka,5304,Go,Модлишка. Обратный прокси.
Encryption,forge,https://github.com/digitalbazaar/forge,5284,JavaScript,Собственная реализация TLS на Javascript и инструменты для написания криптографических и ресурсоемких веб-приложений.
Encryption,Ladon,https://github.com/k8gege/Ladon,5281,C#,"Масштабный сканер проникновения в интранет Ladon, PowerShell, плагин Cobalt Strike, загрузка памяти, бесфайловое сканирование. Он включает в себя сканирование портов, идентификацию служб, обнаружение сетевых активов, аудит паролей, обнаружение уязвимостей высокого риска, эксплуатацию уязвимостей, чтение паролей и GetShell одним щелчком мыши. Он поддерживает пакетное сканирование A/B/C и межсетевое сканирование сегментов, а также поддерживает URL-адреса, хосты, сканирование списка доменных имен и т. д. Обнаружение сетевых активов 32 протокола (ICMP\NBT\DNS\MAC\SMB\WMI\SSH\HTTP\HTTPS\Exchange\mssql\FTP\RDP) или методы быстрого получения целевого сетевого IP-адреса выжившего хоста, имени компьютера, рабочей группы, общих ресурсов, адреса сетевой карты, версии операционной системы, веб-сайта, имени поддомена, промежуточное программное обеспечение, открытые сервисы, маршрутизаторы, коммутаторы, базы данных, принтеры и т. д., большое количество модулей обнаружения уязвимостей высокого риска MS17010, Zimbra, Exchange"
Analysis,octosql,https://github.com/cube2222/octosql,5248,Go,"OctoSQL — это инструмент запросов, который позволяет объединять, анализировать и преобразовывать данные из нескольких баз данных и форматов файлов с помощью SQL."
Encryption,ThreatMapper,https://github.com/deepfence/ThreatMapper,5247,TypeScript,Платформа защиты собственных облачных приложений с открытым исходным кодом (CNAPP)
Analysis,start-machine-learning,https://github.com/louisfb01/start-machine-learning,5233,Multi,Полное руководство по началу и совершенствованию машинного обучения (МО) и искусственного интеллекта (ИИ) в 2026 году без КАКОГО-ЛИБО опыта работы в этой области и оставаться в курсе последних новостей и новейших технологий!
Encryption,AutoSploit,https://github.com/NullArray/AutoSploit,5229,Python,Автоматизированный массовый эксплуататор
Analysis,SynapseML,https://github.com/microsoft/SynapseML,5221,Scala,Простое и распределенное машинное обучение
Encryption,terrascan,https://github.com/tenable/terrascan,5207,Go,"Обнаруживайте нарушения нормативных требований и безопасности в рамках «Инфраструктура как код», чтобы снизить риски, прежде чем развертывать собственную облачную инфраструктуру."
Statistics,awesome-quant,https://github.com/thuquant/awesome-quant,5178,Multi,Индекс количественных ресурсов в Китае
Analysis,gluonts,https://github.com/awslabs/gluonts,5157,Python,Вероятностное моделирование временных рядов в Python
Analysis,datascience,https://github.com/sreeharierk/datascience,5154,Multi,Этот репозиторий представляет собой сборник бесплатных ресурсов для изучения науки о данных.
Analysis,mlxtend,https://github.com/rasbt/mlxtend,5129,Python,Библиотека расширений и вспомогательных модулей для библиотек анализа данных и машинного обучения Python.
Encryption,rippled,https://github.com/XRPLF/rippled,5123,C++,"Децентрализованный демон блокчейна криптовалюты, реализующий протокол XRP Ledger на C++."
Design,ark,https://github.com/chakra-ui/ark,5096,TypeScript,"Нестилизованные доступные компоненты пользовательского интерфейса для вашей системы дизайна. Работает в React, Vue, Solid и Svelte."
Analysis,dtale,https://github.com/man-group/dtale,5094,TypeScript,Визуализатор для структур данных pandas
Encryption,grin,https://github.com/mimblewimble/grin,5086,Rust,Минимальная реализация протокола Mimblewimble.
Analysis,awesome-mlops,https://github.com/kelvins/awesome-mlops,5083,Python,:sunglasses: Кураторский список потрясающих инструментов MLOps.
Analysis,ai-data-science-team,https://github.com/business-science/ai-data-science-team,5075,Python,Команда агентов по анализу данных на базе искусственного интеллекта поможет вам выполнять стандартные задачи по анализу данных в 10 раз быстрее.
Forecasting,chronos-forecasting,https://github.com/amazon-science/chronos-forecasting,5061,Python,Chronos: предварительно обученные модели для прогнозирования временных рядов
Analysis,danfojs,https://github.com/javascriptdata/danfojs,5053,TypeScript,"Danfo.js — это библиотека JavaScript с открытым исходным кодом, обеспечивающая высокопроизводительные, интуитивно понятные и простые в использовании структуры данных для манипулирования и обработки структурированных данных."
Analysis,r4ds,https://github.com/hadley/r4ds,5027,R,R для науки о данных: книга
Analysis,2026-AI-College-Jobs,https://github.com/speedyapply/2026-AI-College-Jobs,5018,Multi,Стажировка AI/ML на 2026 год и список новых вакансий для выпускников обновляется ежедневно
Design,gluestack-ui,https://github.com/gluestack/gluestack-ui,5014,TypeScript,"React & React Native Components & Patterns (копирование и вставка компонентов и шаблонов, созданных с помощью Tailwind CSS (NativeWind))"
Encryption,Nettacker,https://github.com/OWASP/Nettacker,5003,Python,Платформа автоматизированного тестирования на проникновение — сканер уязвимостей с открытым исходным кодом — управление уязвимостями
Analysis,machine_learning_complete,https://github.com/Nyandwi/machine_learning_complete,4996,Jupyter Notebook,"Комплексный репозиторий машинного обучения, содержащий более 30 блокнотов по различным концепциям, алгоритмам и методам."
Encryption,cameradar,https://github.com/Ullaakut/cameradar,4970,Go,Cameradar взломал камеры видеонаблюдения RTSP
Encryption,qTox,https://github.com/qTox/qTox,4961,C++,"qTox — это клиент обмена мгновенными сообщениями, голосовой связи, видео и передачи файлов, использующий зашифрованный одноранговый протокол Tox."
Analysis,telegram-list,https://github.com/goq/telegram-list,4937,Multi,"List of telegram groups, channels & bots // Список интересных групп, каналов и ботов телеграма // Список чатов для программистов"
Analysis,Awesome-Geospatial,https://github.com/sacridini/Awesome-Geospatial,4932,Multi,Длинный список геопространственных инструментов и ресурсов
Analysis,course-v3,https://github.com/fastai/course-v3,4920,Jupyter Notebook,3-е издание курса.fast.ai
Encryption,backup,https://github.com/backup/backup,4874,Ruby,Простые операции полного резервного копирования в UNIX-подобных системах.
Analysis,pytorch-forecasting,https://github.com/sktime/pytorch-forecasting,4854,Python,Прогнозирование временных рядов с помощью PyTorch
Statistics,edward,https://github.com/blei-lab/edward,4844,Jupyter Notebook,"Вероятностный язык программирования в TensorFlow. Глубокие генеративные модели, вариационный вывод."
Analysis,matplotplusplus,https://github.com/alandefreitas/matplotplusplus,4832,C++,Matplot++: графическая библиотека C++ для визуализации данных 📊🗾
Analysis,interviews.ai,https://github.com/BoltzmannEntropy/interviews.ai,4821,Multi,"Я уверен, что вам, аспирантам и соискателям, для которых эта книга в первую очередь предназначена, будет полезно ее прочитать; однако я надеюсь, что даже самые опытные исследователи найдут это увлекательным."
Analysis,weibospider,https://github.com/SpiderClub/weibospider,4800,Python,":zap: Распределенный сканер для Weibo, сборка из сельдерея и запросов."
Statistics,statsforecast,https://github.com/Nixtla/statsforecast,4742,Python,Молниеносное ⚡️ быстрое прогнозирование с помощью статистических и эконометрических моделей.
Analysis,competition-baseline,https://github.com/datawhalechina/competition-baseline,4736,Jupyter Notebook,"Интеллектуальный анализ данных, компьютерное зрение, обработка естественного языка, рекомендательная система, конкурентные знания, код, идеи"
Analysis,Flux.jl,https://github.com/FluxML/Flux.jl,4719,Julia,"Расслабляться! Flux — это библиотека машинного обучения, которая не делает вас тензорным"
Analysis,whodb,https://github.com/clidey/whodb,4707,Go,"Легкий проводник данных нового поколения — Postgres, MySQL, SQLite, MongoDB, Redis, MariaDB, Elastic Search и Clickhouse с интерфейсом чата."
Encryption,s2n-tls,https://github.com/aws/s2n-tls,4700,C,Реализация протоколов TLS/SSL.
Design,next,https://github.com/alibaba-fusion/next,4681,TypeScript,"🦍 Настраиваемая библиотека веб-компонентов, созданная на основе React."
Analysis,pydata-notebook,https://github.com/BrambleXu/pydata-notebook,4668,Jupyter Notebook,Использование Python для анализа данных. Второе издание (2017 г.). Примечания к китайскому переводу.
Analysis,nlpaug,https://github.com/makcedward/nlpaug,4654,Jupyter Notebook,Увеличение данных для НЛП
Statistics,ML-foundations,https://github.com/jonkrohn/ML-foundations,4645,Jupyter Notebook,"Основы машинного обучения: линейная алгебра, исчисление, статистика и информатика"
Analysis,Rath,https://github.com/Kanaries/Rath,4624,TypeScript,Следующее поколение платформы автоматизированного исследовательского анализа и визуализации данных.
Encryption,ockam,https://github.com/build-trust/ockam,4609,Rust,"Организуйте сквозное шифрование, криптографическую идентификацию, взаимную аутентификацию и политики авторизации между распределенными приложениями — в больших масштабах."
Statistics,datascience,https://github.com/r0f1/datascience,4601,Multi,Кураторский список ресурсов Python для науки о данных.
Analysis,serenata-de-amor,https://github.com/okfn-brasil/serenata-de-amor,4594,Python,🕵 Искусственный интеллект для социального контроля государственного управления | **Этот репозиторий не получает частых обновлений. Ознакомьтесь с README**
Encryption,Android-PIN-Bruteforce,https://github.com/urbanadventurer/Android-PIN-Bruteforce,4593,Shell,"Разблокируйте телефон (или устройство) Android, перебрав PIN-код экрана блокировки. Превратите свой телефон Kali Nethunter в взломщик PIN-кодов для устройств Android! (без рута, без adb)"
Statistics,cracking-the-data-science-interview,https://github.com/khanhnamle1994/cracking-the-data-science-interview,4591,Jupyter Notebook,"Сборник шпаргалок, книг, вопросов и портфолио для подготовки к собеседованию DS/ML"
Statistics,framework,https://github.com/accord-net/framework,4547,C#,"Машинное обучение, компьютерное зрение, статистика и общенаучные вычисления для .NET."
Design,geist-ui,https://github.com/geist-org/geist-ui,4543,TypeScript,Дизайн-система для создания современных веб-сайтов и приложений.
Analysis,plotnine,https://github.com/has2k1/plotnine,4536,Python,Грамматика графики для Python
Encryption,IntelOwl,https://github.com/intelowlproject/IntelOwl,4529,Python,IntelOwl: масштабируйте свою аналитику угроз
Encryption,securityonion,https://github.com/Security-Onion-Solutions/securityonion,4529,Shell,"Security Onion — это бесплатная и открытая платформа для поиска угроз, мониторинга безопасности предприятия и управления журналами. Он включает в себя наши собственные интерфейсы для оповещений, информационных панелей, поиска, PCAP, обнаружения и управления делами. Он также включает в себя другие инструменты, такие как osquery, CyberChef, Elasticsearch, Logstash, Kibana, Suricata и Zeek."
Encryption,snarkOS,https://github.com/ProvableHQ/snarkOS,4525,Rust,Децентрализованная операционная система для приложений ZK
Forecasting,Merlion,https://github.com/salesforce/Merlion,4471,Python,Merlion: платформа машинного обучения для анализа временных рядов
Analysis,running_page,https://github.com/yihong0618/running_page,4421,Python,Создайте свою собственную домашнюю страницу по бегу
Statistics,probability,https://github.com/tensorflow/probability,4414,Jupyter Notebook,Вероятностные рассуждения и статистический анализ в TensorFlow
Encryption,buttercup-desktop,https://github.com/buttercup/buttercup-desktop,4410,TypeScript,:key: Межплатформенное хранилище паролей и секретов
Encryption,hive,https://github.com/isar/hive,4395,Dart,"Легкая и невероятно быстрая база данных «ключ-значение», написанная на чистом Dart."
Forecasting,ISLR-python,https://github.com/JWarmenhoven/ISLR-python,4395,Jupyter Notebook,"Введение в статистическое обучение (Джеймс, Виттен, Хасти, Тибширани, 2013): код Python"
Encryption,ApplicationInspector,https://github.com/microsoft/ApplicationInspector,4389,C#,"Анализатор исходного кода, созданный для выявления интересующих функций и других характеристик, чтобы ответить на вопрос «Что в коде?» быстро с помощью статического анализа с обработчиком правил на основе JSON. Идеально подходит для сканирования компонентов перед использованием или обнаружения изменений уровня функций."
Encryption,gocryptfs,https://github.com/rfjakob/gocryptfs,4383,Go,"Зашифрованная оверлейная файловая система, написанная на Go."
Forecasting,crate,https://github.com/crate/crate,4379,Java,"CrateDB — это распределенная и масштабируемая база данных SQL для хранения и анализа огромных объемов данных практически в реальном времени, даже при выполнении сложных запросов. Он совместим с PostgreSQL и основан на Lucene."
Statistics,your_spotify,https://github.com/Yooooomi/your_spotify,4357,TypeScript,Самостоятельная панель отслеживания Spotify
Design,gestalt,https://github.com/pinterest/gestalt,4348,TypeScript,"Набор компонентов пользовательского интерфейса React, поддерживающих язык дизайна Pinterest."
Analysis,sql-translator,https://github.com/whoiskatrin/sql-translator,4314,TypeScript,SQL Translator — это инструмент для преобразования запросов на естественном языке в код SQL с использованием искусственного интеллекта. Этот проект на 100% бесплатный и с открытым исходным кодом.
Encryption,black-hat-rust,https://github.com/skerkour/black-hat-rust,4305,Rust,Применена наступательная безопасность с помощью Rust - https://kerkour.com/black-hat-rust
Analysis,briefer,https://github.com/briefercloud/briefer,4292,TypeScript,Дашборды и блокноты в одном месте. Создавайте мощные и гибкие информационные панели с помощью кода или создавайте красивые блокноты в стиле Notion и делитесь ими со своей командой.
Encryption,local-deep-research,https://github.com/LearningCircuit/local-deep-research,4264,Python,"Local Deep Research достигает ~95 % в тесте SimpleQA (проверено с использованием GPT-4.1-mini). Поддерживает локальные и облачные LLM (Ollama, Google, Anthropic, ...). Ищет более 10 источников — arXiv, PubMed, Интернет и ваши личные документы. Все локально и зашифровано."
Forecasting,neural_prophet,https://github.com/ourownstory/neural_prophet,4262,Python,NeuralProphet: простой пакет прогнозирования
Encryption,blackhat-arsenal-tools,https://github.com/toolswatch/blackhat-arsenal-tools,4252,Multi,Официальный репозиторий инструментов безопасности Black Hat Arsenal
Encryption,Harden-Windows-Security,https://github.com/HotCakeX/Harden-Windows-Security,4203,C#,"Укрепите Windows безопасно и надежно, используя официально поддерживаемые методы Microsoft и правильное объяснение | Всегда актуально и работает с последней сборкой Windows | Предоставляет инструменты и руководства для личного, корпоративного, государственного и военного уровня безопасности | Соответствие SLSA уровня 3 для безопасного процесса разработки и сборки | Приложения доступны в MS Store✨"
Statistics,Data-Science-Roadmap,https://github.com/Moataz-Elmesmary/Data-Science-Roadmap,4202,Multi,Дорожная карта науки о данных от А до Я
Analysis,missingno,https://github.com/ResidentMario/missingno,4197,Python,Отсутствует модуль визуализации данных для Python.
Analysis,Data-science,https://github.com/CodeCutTech/Data-science,4194,Jupyter Notebook,"Сборник полезных тем по науке о данных, а также статей, видеороликов и кода."
Encryption,cli,https://github.com/smallstep/cli,4177,Go,"🧰 Швейцарский армейский нож с нулевым доверием для работы с X509, OAuth, JWT, OATH OTP и т. д."
Analysis,python-mini-project,https://github.com/ndleah/python-mini-project,4164,Python,🙌 Приветствуем участие в мини-проектах Python с открытым исходным кодом!
Encryption,end-to-end,https://github.com/google/end-to-end,4135,JavaScript,"End-To-End — это криптобиблиотека для шифрования, дешифрования, цифровой подписи и проверки подписанных сообщений (реализующая OpenPGP)."
Encryption,ring,https://github.com/briansmith/ring,4069,Assembly,Эксперимент.
Encryption,hawk,https://github.com/orhanobut/hawk,4064,Java,✔️ Безопасное и простое хранилище ключей и значений для Android.
Encryption,Anthropic-Cybersecurity-Skills,https://github.com/mukul975/Anthropic-Cybersecurity-Skills,4048,Python,"Более 753 структурированных навыков кибербезопасности для агентов ИИ · Сопоставлено MITRE ATT&CK · Открытый стандарт Agentskills.io · Работает с Claude Code, GitHub Copilot, OpenAI Codex CLI, Cursor, Gemini CLI и более чем 20 платформами · Тестирование на проникновение, DFIR, информация об угрозах, облачная безопасность и многое другое · Apache 2.0"
Forecasting,neuralforecast,https://github.com/Nixtla/neuralforecast,4032,Python,Масштабируемые и удобные нейронные :brain: алгоритмы прогнозирования.
Encryption,zizmor,https://github.com/zizmorcore/zizmor,4027,Rust,Статический анализ для действий GitHub
Encryption,git-secret,https://github.com/sobolevn/git-secret,4006,Shell,:busts_in_silhouette: Инструмент bash для хранения ваших личных данных в репозитории git.
Encryption,i2pd,https://github.com/PurpleI2P/i2pd,3991,C++,🛡 I2P: сквозной зашифрованный и анонимный Интернет.
Encryption,privacyguides.org,https://github.com/privacyguides/privacyguides.org,3967,Markdown,Защитите свои данные от глобальных программ массовой слежки.
Encryption,SEAL,https://github.com/microsoft/SEAL,3963,C++,Microsoft SEAL — это простая в использовании и мощная библиотека гомоморфного шифрования.
Analysis,DeepAnalyze,https://github.com/ruc-datalab/DeepAnalyze,3953,Python,DeepAnalyze — это первая агентская программа LLM для автономной обработки данных. 🎈Ваш аналитик данных с искусственным интеллектом автоматически анализирует большие объемы данных и создает профессиональные аналитические отчеты одним щелчком мыши!
Encryption,TorBot,https://github.com/DedSecInside/TorBot,3948,Python,Инструмент Dark Web OSINT
Forecasting,ravendb,https://github.com/ravendb/ravendb,3928,C#,База данных документов ACID
Psychology,awesome-social-engineering,https://github.com/giuliacassara/awesome-social-engineering,3922,Multi,Кураторский список замечательных ресурсов по социальной инженерии.
Encryption,htrace.sh,https://github.com/trimstray/htrace.sh,3852,Shell,Мой простой швейцарский нож для устранения неполадок и профилирования http/https.
Encryption,pocsuite3,https://github.com/knownsec/pocsuite3,3834,Python,"pocsuite3 — это платформа удаленного тестирования уязвимостей с открытым исходным кодом, разработанная командой Knownsec 404."
Design,react,https://github.com/primer/react,3827,TypeScript,Реализация системы Primer Design на GitHub с использованием React.
Forecasting,nixtla,https://github.com/Nixtla/nixtla,3820,Jupyter Notebook,"TimeGPT-1: готовая к производству предварительно обученная базовая модель временных рядов для прогнозирования и обнаружения аномалий. Генеративный предварительно обученный преобразователь для временных рядов, обученных на более чем 100 млрд точек данных. Он способен точно прогнозировать различные области, такие как розничная торговля, электричество, финансы и Интернет вещей, с помощью всего лишь нескольких строк кода 🚀."
Encryption,awesome-hacking,https://github.com/jekil/awesome-hacking,3803,Python,Awesome hacking — это потрясающая коллекция хакерских инструментов.
Encryption,Practical-Cryptography-for-Developers-Book,https://github.com/nakov/Practical-Cryptography-for-Developers-Book,3786,CSS,"Практическая криптография для разработчиков: хэши, MAC, деривация ключей, DHKE, симметричные и асимметричные шифры, криптосистемы с открытым ключом, RSA, эллиптические кривые, ECC, secp256k1, ECDH, ECIES, цифровые подписи, ECDSA, EdDSA"
Encryption,stegcloak,https://github.com/KuroLabs/stegcloak,3779,JavaScript,Надежно скрывайте секреты с невидимыми символами в виде обычного текста с помощью паролей 🧙🏻‍♂️⭐
Design,React95,https://github.com/React95/React95,3777,TypeScript,Библиотека компонентов React с пользовательским интерфейсом Win95.
Encryption,openssh-portable,https://github.com/openssh/openssh-portable,3767,C,Портативный OpenSSH
Design,system.css,https://github.com/sakofchit/system.css,3748,CSS,Дизайн-система для создания ретро-интерфейсов Apple.
